name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Ramesh Darai","Dhading","25_39","female","Janajati","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","3___neutral","long_term_shelter__housing",723589,"2015-09-29T07:46:34",55,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"bhimraj gurung","Gorkha","40_54","male","other","other","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","3___neutral","4___mostly_yes",NA,723590,"2015-09-29T07:46:37",56,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","40_54","female","Newar","other","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","2___not_very_m","4___mostly_yes","long_term_shelter__housing",723533,"2015-09-29T07:42:54",58,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Subash Krishna Koirala","Sindhuli","55_greater","male","Janajati","skilled_worker","no_difficulty","4___mostly_yes",NA,"2___very_little","building_mater","5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes","don_t_know","4___mostly_yes",NA,723542,"2015-09-29T07:43:04",59,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"sarita sapkota","Kavrepalanchok","25_39","male","Brahmin","other","no_difficulty","2___very_little","short_term_she","2___very_little","cash_for_work","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","4___mostly_yes",NA,"1___not_at_all","1___not_at_all","1___not_at_all",NA,723524,"2015-09-29T07:41:55",60,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ramesh Darai","Dhading","15_24","male","Janajati","other","no_difficulty","4___mostly_yes",NA,"1___not_at_all","cash_for_work","4___mostly_yes",NA,"2___very_little","cash_for_work","4___mostly_yes",NA,"1___not_at_all","4___mostly_yes","4___mostly_yes",NA,723525,"2015-09-29T07:42:05",61,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Sarita Dahal","Makwanpur","55_greater","female","Janajati","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_dista","1___not_at_all","1___not_at_all","3___neutral","financial_support",723526,"2015-09-29T07:42:11",62,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","40_54","male","Chhetri","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_register_for_access_sup","5___completely_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","2___very_little",NA,723527,"2015-09-29T07:42:21",63,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Sarita Dahal","Makwanpur","55_greater","male","Tamang","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","food_aid","2___very_little","based_on_dista","1___not_at_all","refused","2___very_little",NA,723591,"2015-09-29T07:46:46",64,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Bishal Adhikari","Gorkha","55_greater","male","Dalit","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","4___mostly_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"1___not_at_all","3___neutral","3___neutral",NA,723592,"2015-09-29T07:46:47",65,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Nabaraj Shrestha","Ramechhap","55_greater","female","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","how_to_get_shelter_materials","5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","1___not_at_all","3___neutral","long_term_shelter__housing",723893,"2015-09-29T08:35:00",66,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Nabaraj Shrestha","Ramechhap","25_39","male","Newar","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_register_for_access_sup","1___not_at_all","cash_for_work","5___completely_yes",NA,"1___not_at_all","1___not_at_all","2___very_little",NA,723954,"2015-09-29T08:48:52",67,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"santosh raut","Dolakha","15_24","male","Dalit","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","2___very_little","news_about_government_decision","2___very_little","cash_for_work","2___very_little","based_on_polit","2___very_little","2___not_very_m","1___not_at_all",NA,724971,"2015-09-29T10:58:48",68,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","25_39","female","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_get_shelter_materials","4___mostly_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","2___very_little","long_term_shelter__housing",724972,"2015-09-29T10:58:51",69,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","25_39","male","Tamang","farmer_laborer","no_difficulty","2___very_little","short_term_she","1___not_at_all","building_mater","2___very_little","news_about_government_decision","don_t_know",NA,"1___not_at_all","based_on_polit","4___mostly_yes","1___not_at_all","1___not_at_all",NA,724975,"2015-09-29T10:59:53",70,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","1___not_at_all","1___not_at_all","refused",NA,739999,"2015-10-01T06:26:17",71,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","55_greater","female","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","don_t_know",NA,"4___mostly_yes","1___not_at_all","1___not_at_all","long_term_shelter__housing",724385,"2015-09-29T09:50:31",72,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bijaya Neupane","Rasuwa","25_39","male","Tamang","government_ser","no_difficulty","4___mostly_yes",NA,"refused",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","2___not_very_m","5___completely_yes",NA,724386,"2015-09-29T09:50:54",73,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Bishal Adhikari","Gorkha","25_39","female","Gurung","farmer_laborer","yes__some_diff","3___neutral","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","building_mater","5___completely_yes",NA,"3___neutral","1___not_at_all","4___mostly_yes","long_term_shelter__housing",724382,"2015-09-29T09:49:56",74,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"laxman pd bhattarai","Bhaktapur","25_39","male","Newar","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"3___neutral","4___mostly_yes","3___neutral",NA,724387,"2015-09-29T09:50:57",75,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Sujan Bidari","Makwanpur","25_39","male","Brahmin","government_ser","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","building_mater","5___completely_yes",NA,"5___completely_yes","5___completely","4___mostly_yes",NA,724389,"2015-09-29T09:51:10",76,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Keshav Paudel","Kavrepalanchok","55_greater","female","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","1___not_at_all","how_to_register_for_access_sup","2___very_little","cash_for_work","1___not_at_all","based_on_caste","1___not_at_all","1___not_at_all","2___very_little","long_term_shelter__housing",724388,"2015-09-29T09:51:09",77,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Renu Shrestha","Gorkha","40_54","female","Chhetri","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes","short_term_shelter__tent_shelt",725372,"2015-09-29T11:34:38",78,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Rajkumar Parajuli","Kavrepalanchok","40_54","male","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_dista","5___completely_yes","2___not_very_m","2___very_little",NA,725374,"2015-09-29T11:34:54",79,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Jharana Rai","Kathmandu","40_54","male","Chhetri","farmer_laborer","yes__some_diff","3___neutral","financial_support","3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","building_mater","3___neutral","based_on_polit","3___neutral","3___neutral","3___neutral",NA,735657,"2015-09-30T11:27:15",80,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"paras Ranjit","Lalitpur","40_54","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"2___very_little","1___not_at_all","1___not_at_all",NA,735653,"2015-09-30T11:26:27",81,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Jharana Rai","Kathmandu","25_39","female","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"3___neutral","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","3___neutral","2___very_little",NA,735616,"2015-09-30T11:23:51",82,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Paras Ranjit","Lalitpur","40_54","male","Brahmin","other","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","1___not_at_all","1___not_at_all",NA,735613,"2015-09-30T11:23:45",83,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Paras Ranjit","Lalitpur","40_54","male","Brahmin","government_ser","no_difficulty","3___neutral","long_term_shelter__housing","1___not_at_all","building_mater","5___completely_yes",NA,"2___very_little","building_mater","1___not_at_all","based_on_polit","5___completely_yes","1___not_at_all","1___not_at_all",NA,735551,"2015-09-30T11:20:59",84,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Jharana Rai","Kathmandu","25_39","female","Newar","other","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","3___neutral",NA,735553,"2015-09-30T11:21:26",85,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Anjal Bhatta","Kathmandu","40_54","male","Chhetri","skilled_worker","no_difficulty","2___very_little","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"2___very_little","building_mater","3___neutral","based_on_polit","4___mostly_yes","3___neutral","3___neutral",NA,735543,"2015-09-30T11:20:23",86,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Jharana Rai","Kathmandu","40_54","female","Newar","other","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","2___very_little","how_to_register_for_access_sup","2___very_little","building_mater","2___very_little","based_on_polit","4___mostly_yes","3___neutral","3___neutral","long_term_shelter__housing",735542,"2015-09-30T11:20:21",87,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Jharana Rai","Kathmandu","40_54","male","Newar","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","first_come__fi","4___mostly_yes","3___neutral","3___neutral",NA,735533,"2015-09-30T11:18:38",88,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Paras Ranjit","Lalitpur","25_39","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","5___completely_yes",NA,"2___very_little","building_mater","1___not_at_all","based_on_caste","4___mostly_yes","1___not_at_all","1___not_at_all",NA,735531,"2015-09-30T11:18:21",89,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bishnu bajgain","Lalitpur","25_39","male","Tamang","farmer_laborer","no_difficulty","5___completely_yes",NA,"1___not_at_all","building_mater","5___completely_yes",NA,"refused",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,740263,"2015-10-01T06:56:20",90,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Shyam Prasad Katiwada","Dolakha","25_39","male","Dalit","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","3___neutral","news_about_government_decision","2___very_little","cash_for_work","2___very_little","based_on_caste","2___very_little","1___not_at_all","3___neutral",NA,725369,"2015-09-29T11:33:41",92,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Arjun Prasad Khatiwada","Dhading","25_39","male","Tamang","ngo_worker_bus","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","first_come__fi","don_t_know","don_t_know","2___very_little",NA,725371,"2015-09-29T11:34:23",93,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"jagadish kunwar","Bhaktapur","25_39","female","Newar","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","don_t_know",NA,"3___neutral","how_to_get_shelter_materials","1___not_at_all","housing_inspec","1___not_at_all","based_on_polit","2___very_little","1___not_at_all","1___not_at_all","financial_support",725375,"2015-09-29T11:35:04",94,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"santosh raut","Dolakha","15_24","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_register_for_access_sup","2___very_little","cash_for_work","1___not_at_all","based_on_caste","refused","1___not_at_all","1___not_at_all","long_term_shelter__housing",725368,"2015-09-29T11:33:40",95,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Rajkumar Parajuli","Kavrepalanchok","40_54","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","2___very_little",NA,725364,"2015-09-29T11:32:53",96,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Sarita Shrestha","Ramechhap","40_54","male","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_get_shelter_materials","5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","1___not_at_all",NA,725365,"2015-09-29T11:33:02",97,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Paras Ranjit","Lalitpur","25_39","female","Chhetri","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","1___not_at_all","first_come__fi","4___mostly_yes","1___not_at_all","1___not_at_all","long_term_shelter__housing",735509,"2015-09-30T11:15:36",98,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Bhumraj Tiwari","Nuwakot","40_54","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","clean_water","2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","based_on_polit","2___very_little","2___not_very_m","2___very_little",NA,741799,"2015-10-01T11:39:37",99,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ganga Nepal","Sindhupalchowk","25_39","female","other","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","3___neutral","other","1___not_at_all","other","4___mostly_yes",NA,"3___neutral","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all","long_term_shelter__housing",724321,"2015-09-29T09:39:12",100,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"Sarita Shrestha","Ramechhap","40_54","female","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","5___completely_yes",NA,"3___neutral","only_if_damage","1___not_at_all","1___not_at_all","don_t_know",NA,725646,"2015-09-29T11:58:35",101,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Lakshmi B.K","Sindhuli","40_54","female","Janajati","farmer_laborer","no_difficulty","3___neutral","clean_water","5___completely_yes",NA,"3___neutral","finding_missing_people","5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","3___neutral","5___completely_yes",NA,725644,"2015-09-29T11:58:06",102,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"jagadish kunwar","Bhaktapur","40_54","female","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","4___mostly_yes",NA,"5___completely_yes",NA,"refused","2___not_very_m","1___not_at_all","long_term_shelter__housing",724776,"2015-09-29T10:28:56",103,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Raj Gurung","Gorkha","25_39","male","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","4___mostly_yes",NA,"refused",NA,"3___neutral","based_on_dista","4___mostly_yes","3___neutral","4___mostly_yes",NA,725363,"2015-09-29T11:32:49",104,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Bishal Adhikari","Gorkha","40_54","male","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","3___neutral","how_to_register_for_access_sup","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","2___not_very_m","4___mostly_yes",NA,724795,"2015-09-29T10:31:22",105,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","15_24","female","Newar","other","yes__a_lot_of_","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,724721,"2015-09-29T10:20:50",106,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Sanjeet shrestha","Dolakha","55_greater","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","2___very_little","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","1___not_at_all","1___not_at_all",NA,732253,"2015-09-30T04:53:51",107,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
